image_file,label,score,x_min,y_min,x_max,y_max
Maciet_142-5_034.jpg,illustration,0.436,2276.79,3790.02,2964.78,4485.46
Maciet_142-5_034.jpg,illustration,0.424,1545.78,3787.61,2248.67,4493.52
Maciet_142-5_035.jpg,illustration,0.714,856.19,420.61,1941.37,2172.42
Maciet_142-5_036.jpg,illustration,0.741,825.52,629.42,2035.42,2507.73
Maciet_142-5_037.jpg,illustration,0.679,646.16,393.77,2193.18,2012.93
Maciet_142-5_037.jpg,illustration,0.663,2485.29,464.64,3911.25,1930.38
Maciet_142-5_038.jpg,illustration,0.627,727.76,556.37,1880.55,2332.75
Maciet_142-5_038.jpg,illustration,0.585,2296.42,516.78,3570.7,2465.42
Maciet_142-5_039.jpg,illustration,0.631,615.28,549.2,2194.94,2661.3
Maciet_142-5_039.jpg,illustration,0.569,2534.15,516.04,4035.07,2538.23
Maciet_142-5_039.jpg,illustration,0.406,266.73,89.04,4255.52,5670.27
Maciet_142-5_040.jpg,illustration,0.632,837.36,616.5,2313.19,2264.73
Maciet_142-5_040.jpg,illustration,0.429,255.22,174.04,4233.88,5645.87
Maciet_142-5_041.jpg,illustration,0.486,299.02,123.46,4261.1,5663.41
Maciet_142-5_041.jpg,illustration,0.532,782.65,523.69,1937.85,2421.71
Maciet_142-5_042.jpg,illustration,0.681,888.46,577.32,2372.4,2120.55
Maciet_142-5_043.jpg,illustration,0.596,601.45,547.29,2073.42,2252.9
Maciet_142-5_043.jpg,illustration,0.518,2423.36,478.01,3826.89,2250.02
Maciet_142-5_043.jpg,illustration,0.449,244.33,62.58,4253.59,5627.38
Maciet_142-5_044.jpg,illustration,0.67,816.51,584.25,2300.1,2676.43
Maciet_142-5_044.jpg,illustration,0.461,2789.66,538.03,3763.59,2429.62
Maciet_142-5_045.jpg,illustration,0.674,2542.27,528.66,3999.54,2081.72
Maciet_142-5_045.jpg,illustration,0.652,746.84,592.35,2225.48,2148.29
Maciet_142-5_045.jpg,illustration,0.534,819.93,3271.58,2265.03,4670.91
Maciet_142-5_046.jpg,illustration,0.663,735.26,427.41,2261.34,1957.34
Maciet_142-5_046.jpg,illustration,0.641,2501.66,461.55,3964.71,1979.93
Maciet_142-5_046.jpg,illustration,0.625,756.86,3143.04,2311.7,4677.09
Maciet_142-5_047.jpg,illustration,0.602,1003.51,1212.88,2178.22,2423.96
Maciet_142-5_047.jpg,illustration,0.401,811.21,700.8,2340.81,2962.41
Maciet_142-5_048.jpg,illustration,0.537,532.89,395.09,2045.27,1953.6
Maciet_142-5_048.jpg,illustration,0.42,2290.74,394.38,3634.8,1956.14
Maciet_142-5_049.jpg,illustration,0.736,764.01,513.72,2350.53,2189.23
Maciet_142-5_049.jpg,illustration,0.566,2554.68,457.39,4026.46,1787.99
Maciet_142-5_050.jpg,illustration,0.722,1555.48,3441.32,3185.87,5016.79
Maciet_142-5_050.jpg,illustration,0.647,1362.57,649.34,3272.22,2601.33
Maciet_142-5_051.jpg,illustration,0.565,976.24,4332.25,1994.91,5316.93
Maciet_142-5_051.jpg,illustration,0.538,923.57,953.48,3787.28,1920.52
Maciet_142-5_051.jpg,illustration,0.493,1943.16,2054.42,2781.66,2910.1
Maciet_142-5_051.jpg,illustration,0.485,991.48,2050.53,1832.58,2950.5
Maciet_142-5_051.jpg,illustration,0.505,2272.13,3289.06,3184.48,4109.64
Maciet_142-5_051.jpg,illustration,0.458,2918.51,1988.41,3730.84,2917.6
Maciet_142-5_051.jpg,illustration,0.474,960.21,3360.37,1967.16,4077.19
Maciet_142-5_052.jpg,illustration,0.63,494.5,601.81,2129.5,1743.3
Maciet_142-5_052.jpg,illustration,0.566,715.21,2954.19,2266.82,4286.06
Maciet_142-5_052.jpg,illustration,0.479,2446.4,566.08,4006.54,1674.13
Maciet_142-5_052.jpg,illustration,0.47,2351.48,2947.36,3220.74,3809.33
Maciet_142-5_052.jpg,illustration,0.463,3266.21,2921.93,4144.55,3796.65
Maciet_142-5_053.jpg,illustration,0.709,806.6,509.06,2726.26,2478.78
Maciet_142-5_053.jpg,illustration,0.512,3023.21,2771.19,3894.12,3624.93
Maciet_142-5_053.jpg,illustration,0.401,652.85,3608.21,2820.68,4831.78
Maciet_142-5_053.jpg,illustration,0.489,2923.26,3782.78,3961.87,4810.77
Maciet_142-5_053.jpg,illustration,0.439,676.58,3656.55,1816.93,4812.96
Maciet_142-5_053.jpg,illustration,0.431,1728.2,3620.9,2801.1,4771.77
Maciet_142-5_053.jpg,illustration,0.411,2830.09,1364.09,3944.13,2564.89
Maciet_142-5_054.jpg,illustration,0.681,571.76,638.56,2039.49,2196.96
Maciet_142-5_054.jpg,illustration,0.684,2290.23,575.04,3947.63,2285.7
Maciet_142-5_054.jpg,illustration,0.512,714.91,3292.86,2161.63,4767.56
Maciet_142-5_055.jpg,illustration,0.676,702.56,600.67,2115.42,2135.79
Maciet_142-5_055.jpg,illustration,0.63,2453.83,517.98,3979.98,2132.09
Maciet_142-5_056.jpg,illustration,0.608,2416.29,546.18,3964.09,2192.97
Maciet_142-5_056.jpg,illustration,0.636,573.24,573.78,2129.16,2226.73
Maciet_142-5_056.jpg,illustration,0.616,740.27,3393.54,2183.63,4833.91
Maciet_142-5_056.jpg,illustration,0.547,2522.1,3363.26,3904.08,4742.35
Maciet_142-5_057.jpg,illustration,0.525,1165.66,823.18,2176.15,1870.12
Maciet_142-5_057.jpg,illustration,0.538,2280.55,804.86,3283.68,1852.36
Maciet_142-5_057.jpg,illustration,0.466,1252.79,2685.91,2115.18,3532.2
Maciet_142-5_057.jpg,illustration,0.433,1344.64,4456.06,2149.28,5247.24
Maciet_142-5_057.jpg,illustration,0.448,2396.17,2691.55,3213.04,3497.26
Maciet_142-5_057.jpg,illustration,0.415,2398.47,4390.71,3234.84,5179.5
Maciet_142-5_058.jpg,illustration,0.526,2167.72,899.02,3059.37,1776.34
Maciet_142-5_058.jpg,illustration,0.512,1097.11,2617.07,1950.24,3469.13
Maciet_142-5_058.jpg,illustration,0.508,1009.05,920.34,1872.15,1785.95
Maciet_142-5_058.jpg,illustration,0.424,758.69,554.83,3361.32,1869.58
Maciet_142-5_058.jpg,illustration,0.454,2276.74,2622.87,3140.64,3480.75
Maciet_142-5_058.jpg,illustration,0.41,1071.03,4368.45,1776.22,5200.34
Maciet_142-5_059.jpg,illustration,0.558,1622.28,1200.47,3391.02,3019.48
Maciet_142-5_059.jpg,illustration,0.444,1322.29,681.88,3667.96,3718.11
Maciet_142-5_060.jpg,illustration,0.728,1254.37,431.25,3132.57,4073.5
Maciet_142-5_061.jpg,illustration,0.57,2487.5,507.56,3684.7,2951.02
Maciet_142-5_061.jpg,illustration,0.562,712.97,526.18,2041.88,2766.54
Maciet_142-5_061.jpg,illustration,0.437,865.42,3821.32,1466.14,4902.77
Maciet_142-5_062.jpg,illustration,0.664,684.8,570.29,2346.92,2815.65
Maciet_142-5_062.jpg,illustration,0.418,2539.62,413.39,3981.16,2286.42
Maciet_142-5_063.jpg,illustration,0.699,862.27,535.4,2305.96,2736.97
Maciet_142-5_063.jpg,illustration,0.415,2600.19,1208.74,3704.91,3310.49
Maciet_142-5_064.jpg,illustration,0.6,820.14,495.48,2007.0,2172.81
Maciet_142-5_064.jpg,illustration,0.576,990.65,3238.68,1983.5,4778.37
Maciet_142-5_065.jpg,illustration,0.495,1874.71,767.88,2822.96,1764.19
Maciet_142-5_065.jpg,illustration,0.544,1332.24,2599.22,2250.52,3493.78
Maciet_142-5_065.jpg,illustration,0.512,723.05,812.34,1667.52,1793.47
Maciet_142-5_065.jpg,illustration,0.469,2992.74,754.51,3936.93,1728.6
Maciet_142-5_065.jpg,illustration,0.452,2581.48,2543.39,3490.81,3441.54
Maciet_142-5_065.jpg,illustration,0.466,1785.41,4138.27,2960.9,4862.98
Maciet_142-5_066.jpg,illustration,0.675,2395.22,334.38,3897.79,1947.82
Maciet_142-5_066.jpg,illustration,0.574,913.08,1596.42,2138.15,2853.42
Maciet_142-5_066.jpg,illustration,0.547,875.37,286.66,2015.73,1493.57
Maciet_142-5_066.jpg,illustration,0.49,1528.99,3190.5,2182.77,3836.71
Maciet_142-5_066.jpg,illustration,0.469,2089.5,4149.65,2839.17,4906.98
Maciet_142-5_066.jpg,illustration,0.48,1045.99,4182.69,1885.85,5018.39
Maciet_142-5_066.jpg,illustration,0.466,2433.51,3035.04,3296.24,3881.6
Maciet_142-5_066.jpg,illustration,0.455,3032.82,4119.21,3784.35,4955.94
Maciet_142-5_067.jpg,illustration,0.625,956.05,1478.36,2176.66,2696.36
Maciet_142-5_067.jpg,illustration,0.583,2582.7,301.27,3665.53,1452.16
Maciet_142-5_067.jpg,illustration,0.597,1039.11,2960.71,2126.06,4041.75
Maciet_142-5_067.jpg,illustration,0.58,2606.16,1539.79,3684.33,2655.48
Maciet_142-5_067.jpg,illustration,0.569,1024.48,4119.83,2223.38,5268.97
Maciet_142-5_067.jpg,illustration,0.544,2693.31,2965.12,3634.05,3912.14
Maciet_142-5_067.jpg,illustration,0.521,946.33,236.56,2059.54,1401.05
Maciet_142-5_067.jpg,illustration,0.496,2727.72,4050.64,3646.07,4994.85
Maciet_142-5_068.jpg,illustration,0.648,904.12,3527.37,2208.58,4860.75
Maciet_142-5_068.jpg,illustration,0.601,2456.04,700.68,3677.31,1974.32
Maciet_142-5_068.jpg,illustration,0.604,814.92,1848.26,2035.38,3087.26
Maciet_142-5_068.jpg,illustration,0.561,793.33,529.59,1948.01,1743.05
Maciet_142-5_069.jpg,illustration,0.65,2317.29,429.5,3492.95,1661.82
Maciet_142-5_069.jpg,illustration,0.638,862.51,2431.08,2184.6,3739.05
Maciet_142-5_069.jpg,illustration,0.604,1042.65,461.18,2236.91,1699.95
Maciet_142-5_069.jpg,illustration,0.536,2586.11,3470.8,3723.1,4592.92
Maciet_142-5_069.jpg,illustration,0.529,2566.75,2220.16,3701.01,3359.7
Maciet_142-5_070.jpg,illustration,0.734,826.62,611.49,2202.88,2998.99
Maciet_142-5_071.jpg,illustration,0.654,2455.27,387.58,3901.9,1907.81
Maciet_142-5_071.jpg,illustration,0.644,2387.49,3037.2,3860.71,4494.9
Maciet_142-5_071.jpg,illustration,0.667,585.72,429.01,2129.63,2027.32
Maciet_142-5_071.jpg,illustration,0.507,691.47,3310.05,2093.86,4735.74
Maciet_142-5_072.jpg,illustration,0.598,728.65,446.82,2094.12,2497.17
Maciet_142-5_072.jpg,illustration,0.491,2512.84,476.8,3869.65,2282.49
Maciet_142-5_072.jpg,illustration,0.434,330.76,27.49,4265.72,5649.81
Maciet_142-5_073.jpg,illustration,0.599,806.83,546.89,1918.85,2463.56
Maciet_142-5_073.jpg,illustration,0.422,2668.07,659.87,3794.22,2549.82
Maciet_142-5_073.jpg,illustration,0.409,265.22,28.91,4265.61,5694.66
Maciet_142-5_074.jpg,illustration,0.573,729.67,492.09,2951.9,1738.23
Maciet_142-5_075.jpg,illustration,0.467,227.72,15.7,4267.02,5670.55
Maciet_142-5_075.jpg,illustration,0.5,502.57,372.7,1989.42,2185.77
Maciet_142-5_075.jpg,illustration,0.432,2159.62,3901.22,3149.72,5431.88
Maciet_142-5_075.jpg,illustration,0.4,3281.76,3914.53,4027.81,5242.67
Maciet_142-5_076.jpg,illustration,0.77,797.97,411.97,2429.02,2076.19
Maciet_142-5_077.jpg,illustration,0.49,349.08,39.13,4266.03,5654.63
Maciet_142-5_077.jpg,illustration,0.443,2460.49,504.39,3842.09,2645.3
Maciet_142-5_077.jpg,illustration,0.491,784.11,393.59,1976.65,2377.03
Maciet_142-5_078.jpg,illustration,0.71,804.66,508.31,2471.45,1672.0
Maciet_142-5_079.jpg,illustration,0.738,852.65,626.82,2332.2,2124.36
Maciet_142-5_080.jpg,illustration,0.679,646.09,2979.62,2178.05,4500.68
Maciet_142-5_080.jpg,illustration,0.603,588.89,435.66,2179.8,2071.72
Maciet_142-5_080.jpg,illustration,0.634,2421.7,3080.4,3967.01,4610.38
Maciet_142-5_080.jpg,illustration,0.6,2424.98,458.42,3994.42,2093.11
Maciet_142-5_081.jpg,illustration,0.777,1201.67,506.48,3372.1,2414.44
Maciet_142-5_082.jpg,illustration,0.622,680.72,420.33,1783.11,2345.7
Maciet_142-5_083.jpg,illustration,0.639,622.9,468.8,2163.88,2084.77
Maciet_142-5_083.jpg,illustration,0.619,783.61,3278.91,2235.08,4705.75
Maciet_142-5_083.jpg,illustration,0.592,2448.41,431.98,3940.73,2004.39
Maciet_142-5_083.jpg,illustration,0.569,2483.1,3011.91,4016.54,4519.43
Maciet_142-5_084.jpg,illustration,0.491,555.29,3674.46,1674.26,4827.48
Maciet_142-5_084.jpg,illustration,0.489,1603.21,1263.47,2770.96,3192.83
Maciet_142-5_084.jpg,illustration,0.403,1344.7,1058.34,3032.12,3502.15
Maciet_142-6_003.jpg,illustration,0.703,775.31,2385.28,2332.08,3987.31
Maciet_142-6_003.jpg,illustration,0.561,2552.94,2376.37,3904.61,3724.18
Maciet_142-6_003.jpg,illustration,0.428,2349.28,541.03,3520.08,1925.27
Maciet_142-6_004.jpg,illustration,0.687,1049.86,3366.83,2618.43,4961.2
Maciet_142-6_004.jpg,illustration,0.627,937.78,499.46,2329.17,2329.09
Maciet_142-6_004.jpg,illustration,0.599,2643.17,573.7,4015.07,1975.55
Maciet_142-6_004.jpg,illustration,0.527,2804.99,3521.26,4030.52,4530.22
Maciet_142-6_005.jpg,illustration,0.512,872.88,2438.5,2073.96,3620.27
Maciet_142-6_005.jpg,illustration,0.503,2175.75,728.36,3211.61,2218.1
Maciet_142-6_005.jpg,illustration,0.431,695.76,606.51,1949.84,2248.5
Maciet_142-6_006.jpg,illustration,0.739,753.01,2809.51,3795.88,5104.33
Maciet_142-6_006.jpg,illustration,0.737,965.0,488.77,3881.53,2684.78
Maciet_142-6_007.jpg,illustration,0.694,767.34,563.14,2269.37,2129.13
Maciet_142-6_007.jpg,illustration,0.654,2468.07,425.64,4019.87,2044.32
Maciet_142-6_007.jpg,illustration,0.627,2494.77,2362.9,4054.13,3892.26
Maciet_142-6_008.jpg,illustration,0.535,1059.13,755.73,2546.57,3021.76
Maciet_142-6_009.jpg,illustration,0.533,923.92,1794.74,1855.69,2721.94
Maciet_142-6_009.jpg,illustration,0.477,869.29,689.84,1791.35,1624.25
Maciet_142-6_009.jpg,illustration,0.528,1114.97,3217.88,1777.42,3953.2
Maciet_142-6_009.jpg,illustration,0.504,2926.93,3179.67,3695.41,3959.15
Maciet_142-6_009.jpg,illustration,0.504,2875.04,1736.05,3764.34,2620.13
Maciet_142-6_009.jpg,illustration,0.463,2847.21,4185.83,3730.13,5006.13
Maciet_142-6_009.jpg,illustration,0.464,1027.1,4192.84,1914.69,5024.64
Maciet_142-6_009.jpg,illustration,0.45,836.43,3003.55,3864.24,5202.05
Maciet_142-6_009.jpg,illustration,0.434,1967.06,4205.0,2802.4,4990.26
Maciet_142-6_009.jpg,illustration,0.451,1994.12,3182.23,2735.74,3934.51
Maciet_142-6_010.jpg,illustration,0.711,1203.94,513.24,3589.54,2336.76
Maciet_142-6_011.jpg,illustration,0.647,758.34,602.7,2338.24,2409.14
Maciet_142-6_011.jpg,illustration,0.578,2641.08,2146.36,4039.17,3549.41
Maciet_142-6_011.jpg,illustration,0.601,2618.41,570.12,4044.78,1997.6
Maciet_142-6_012.jpg,illustration,0.67,768.88,3065.78,2083.65,4360.84
Maciet_142-6_012.jpg,illustration,0.637,714.5,1545.23,1948.82,2778.46
Maciet_142-6_012.jpg,illustration,0.602,2600.5,2926.39,3732.59,4060.78
Maciet_142-6_012.jpg,illustration,0.613,2408.25,258.57,3646.48,1533.2
Maciet_142-6_012.jpg,illustration,0.615,735.52,300.94,1844.88,1462.61
Maciet_142-6_012.jpg,illustration,0.599,2620.64,4171.57,3764.2,5263.33
Maciet_142-6_013.jpg,illustration,0.682,2414.26,419.75,3896.17,1956.69
Maciet_142-6_013.jpg,illustration,0.61,1919.15,3522.62,3060.29,4651.22
Maciet_142-6_013.jpg,illustration,0.597,681.9,464.07,1739.78,1571.25
Maciet_142-6_013.jpg,illustration,0.565,707.6,1652.34,1786.22,2763.78
Maciet_142-6_013.jpg,illustration,0.569,698.1,3558.6,1835.98,4698.9
Maciet_142-6_013.jpg,illustration,0.533,3144.33,3517.49,3924.61,4286.43
Maciet_142-6_013.jpg,illustration,0.537,1981.11,2265.77,3055.7,3324.44
Maciet_142-6_014.jpg,illustration,0.645,1861.56,585.41,3050.88,1803.59
Maciet_142-6_014.jpg,illustration,0.652,1876.39,2037.93,3031.71,3222.23
Maciet_142-6_014.jpg,illustration,0.642,655.96,632.58,1759.99,1756.68
Maciet_142-6_014.jpg,illustration,0.643,749.19,3494.11,2043.59,4787.65
Maciet_142-6_014.jpg,illustration,0.622,2163.24,3452.54,3011.82,4752.05
Maciet_142-6_014.jpg,illustration,0.614,738.12,2119.93,1802.5,3193.21
Maciet_142-6_015.jpg,illustration,0.739,714.5,3373.4,3385.36,5022.88
Maciet_142-6_015.jpg,illustration,0.74,1400.47,1515.71,3495.33,2944.04
Maciet_142-6_015.jpg,illustration,0.468,1668.69,262.51,3490.02,1285.14
Maciet_142-6_016.jpg,illustration,0.554,2594.05,1612.05,3714.87,2738.67
Maciet_142-6_016.jpg,illustration,0.462,628.27,3115.69,1761.14,4367.44
Maciet_142-6_016.jpg,illustration,0.72,646.4,444.06,2327.73,2150.18
Maciet_142-6_016.jpg,illustration,0.475,2646.3,435.9,3698.9,1490.0
Maciet_142-6_017.jpg,illustration,0.511,2282.81,2153.57,3039.49,3135.47
Maciet_142-6_017.jpg,illustration,0.485,3237.88,2050.26,4029.38,3118.68
Maciet_142-6_017.jpg,illustration,0.508,793.24,461.59,2231.72,2043.21
Maciet_142-6_017.jpg,illustration,0.45,2288.33,350.16,3092.32,1841.29
Maciet_142-6_017.jpg,illustration,0.466,3194.8,521.38,4128.16,1840.67
Maciet_142-6_018.jpg,illustration,0.677,735.4,2076.45,2083.85,3451.34
Maciet_142-6_018.jpg,illustration,0.687,2334.17,1918.08,3966.76,3571.24
Maciet_142-6_018.jpg,illustration,0.637,685.72,462.56,2226.26,1740.51
Maciet_142-6_018.jpg,illustration,0.609,770.73,3576.27,2080.91,4899.69
Maciet_142-6_018.jpg,illustration,0.551,2328.08,3884.32,3269.05,4783.36
Maciet_142-6_018.jpg,illustration,0.553,2546.97,477.08,3786.75,1783.0
Maciet_142-6_019.jpg,illustration,0.594,758.45,550.94,2347.55,2503.54
Maciet_142-6_019.jpg,illustration,0.498,2559.75,529.18,3934.21,2794.77
Maciet_142-6_019.jpg,illustration,0.49,709.46,3619.82,1498.86,4770.82
Maciet_142-6_020.jpg,illustration,0.529,1188.38,787.64,2198.48,1933.07
Maciet_142-6_020.jpg,illustration,0.458,2242.67,1309.52,2873.08,1920.07
Maciet_142-6_020.jpg,illustration,0.481,561.13,440.91,2993.85,2029.54
Maciet_142-6_021.jpg,illustration,0.7,1584.91,1482.61,3060.7,2979.06
Maciet_142-6_021.jpg,illustration,0.624,614.05,3267.44,1913.0,4585.41
Maciet_142-6_021.jpg,illustration,0.479,1317.5,450.93,2281.59,1389.61
Maciet_142-6_022.jpg,illustration,0.498,536.36,612.73,2115.85,1562.24
Maciet_142-6_022.jpg,illustration,0.437,2730.94,458.41,3633.31,1421.02
Maciet_142-6_022.jpg,illustration,0.469,1875.47,2034.64,2966.58,2727.19
Maciet_142-6_022.jpg,illustration,0.472,1009.28,3033.02,1651.12,3575.56
Maciet_142-6_022.jpg,illustration,0.482,3224.59,2106.41,3863.66,2609.07
Maciet_142-6_022.jpg,illustration,0.465,951.35,2139.44,1592.48,2656.69
Maciet_142-6_022.jpg,illustration,0.442,3145.14,2961.52,3964.05,3527.35
Maciet_142-6_022.jpg,illustration,0.434,1996.95,3001.43,2839.64,3562.49
Maciet_142-6_023.jpg,illustration,0.47,758.12,476.57,2056.17,1837.07
Maciet_142-6_023.jpg,illustration,0.425,343.32,173.63,4254.62,5624.27
Maciet_142-6_023.jpg,illustration,0.427,682.95,406.35,2182.55,2796.58
Maciet_142-6_024.jpg,illustration,0.615,2439.77,406.42,4013.51,2038.88
Maciet_142-6_024.jpg,illustration,0.606,416.29,464.16,1929.26,2030.79
Maciet_142-6_024.jpg,illustration,0.421,278.4,101.63,4254.09,5610.31
Maciet_142-6_025.jpg,illustration,0.622,982.74,3428.17,2133.54,4561.48
Maciet_142-6_025.jpg,illustration,0.633,1004.72,951.07,2392.88,2395.27
Maciet_142-6_025.jpg,illustration,0.607,2292.65,3403.93,3469.1,4558.47
Maciet_142-6_025.jpg,illustration,0.596,2555.04,646.78,3433.96,1586.04
Maciet_142-6_025.jpg,illustration,0.539,2566.81,1758.54,3416.5,2608.85
Maciet_142-6_026.jpg,illustration,0.614,2616.66,136.13,3997.96,1573.78
Maciet_142-6_026.jpg,illustration,0.584,719.19,2945.6,2035.92,4283.13
Maciet_142-6_026.jpg,illustration,0.612,833.2,186.2,2253.37,1641.19
Maciet_142-6_026.jpg,illustration,0.51,572.49,1636.77,1504.41,2567.61
Maciet_142-6_026.jpg,illustration,0.473,1624.07,1636.7,2516.96,2547.9
Maciet_142-6_026.jpg,illustration,0.457,2319.2,2987.36,3080.88,3753.96
Maciet_142-6_027.jpg,illustration,0.72,760.7,651.14,2545.47,3233.41
Maciet_142-6_027.jpg,illustration,0.522,2900.25,603.81,3557.8,1450.88
Maciet_142-6_028.jpg,illustration,0.439,1143.88,1072.88,2741.61,3609.07
Maciet_142-6_028.jpg,illustration,0.425,1064.46,904.97,2851.48,4088.19
Maciet_142-6_029.jpg,illustration,0.637,1990.18,2354.66,3783.22,3387.81
Maciet_142-6_029.jpg,illustration,0.632,907.64,2492.28,1897.51,3624.1
Maciet_142-6_029.jpg,illustration,0.529,1898.64,673.78,3058.46,1868.06
Maciet_142-6_029.jpg,illustration,0.496,1299.48,1062.18,1807.43,1577.08
Maciet_142-6_029.jpg,illustration,0.444,1303.52,494.4,1737.96,934.0
Maciet_142-6_029.jpg,illustration,0.505,1191.45,414.72,3675.99,2246.52
Maciet_142-6_029.jpg,illustration,0.407,3160.66,1046.27,3617.13,1524.3
Maciet_142-6_030.jpg,illustration,0.454,2976.47,514.8,3944.36,1543.61
Maciet_142-6_030.jpg,illustration,0.489,3212.14,1821.24,3989.71,2788.57
Maciet_142-6_030.jpg,illustration,0.524,442.65,394.76,1871.88,2764.56
Maciet_142-6_030.jpg,illustration,0.466,2202.17,1405.64,2656.49,1863.99
Maciet_142-6_030.jpg,illustration,0.44,2936.57,469.99,3990.99,1654.26
Maciet_142-6_030.jpg,illustration,0.444,1910.99,437.17,2833.06,1071.94
Maciet_142-6_030.jpg,illustration,0.463,2157.05,2043.91,2753.18,2666.27
Maciet_142-6_030.jpg,illustration,0.454,2010.32,1928.9,2860.9,2830.19
Maciet_142-6_031.jpg,illustration,0.702,869.58,456.54,2132.28,1795.44
Maciet_142-6_031.jpg,illustration,0.56,916.89,2166.76,3387.95,5011.73
Maciet_142-6_031.jpg,illustration,0.502,2435.3,2939.75,3278.9,3802.54
Maciet_142-6_031.jpg,illustration,0.494,1028.98,2977.46,1852.3,3818.69
Maciet_142-6_031.jpg,illustration,0.475,1740.97,3435.69,2554.34,4253.61
Maciet_142-6_031.jpg,illustration,0.477,2443.19,3976.09,3253.69,4766.84
Maciet_142-6_031.jpg,illustration,0.442,2493.6,2303.0,2984.56,2800.12
Maciet_142-6_031.jpg,illustration,0.43,1894.83,2309.41,2372.23,2816.34
Maciet_142-6_031.jpg,illustration,0.443,1840.8,2849.93,2396.67,3424.45
Maciet_142-6_031.jpg,illustration,0.473,1043.81,3946.92,1849.41,4773.18
Maciet_142-6_031.jpg,illustration,0.422,1873.85,4263.26,2444.16,4785.82
Maciet_142-6_031.jpg,illustration,0.431,1292.45,2315.18,1793.25,2818.51
Maciet_142-6_032.jpg,illustration,0.761,726.99,381.58,2630.24,3567.17
Maciet_142-6_032.jpg,illustration,0.456,1974.91,4040.54,2876.33,4939.12
Maciet_142-6_032.jpg,illustration,0.471,901.62,4043.24,1821.02,4934.75
Maciet_142-6_032.jpg,illustration,0.407,848.39,3975.04,2940.51,5050.06
Maciet_142-6_033.jpg,illustration,0.664,456.54,415.25,1860.2,2884.65
Maciet_142-6_033.jpg,illustration,0.539,2086.66,500.51,3792.85,3222.68
Maciet_142-6_034.jpg,illustration,0.635,1370.08,403.17,3643.76,3352.36
Maciet_142-6_034.jpg,illustration,0.507,1805.84,3710.75,3283.63,5181.15
Maciet_142-6_034.jpg,illustration,0.42,504.58,2367.51,1207.95,3484.76
Maciet_142-6_034.jpg,illustration,0.437,410.81,365.41,1297.33,2229.56
Maciet_142-6_035.jpg,illustration,0.753,563.0,348.7,2534.23,3565.3
Maciet_142-6_036.jpg,illustration,0.663,1256.0,1698.81,2404.08,2900.15
Maciet_142-6_036.jpg,illustration,0.648,2316.08,3686.4,3454.49,4786.16
Maciet_142-6_036.jpg,illustration,0.638,1340.35,3017.62,2432.36,4122.11
Maciet_142-6_036.jpg,illustration,0.638,2313.42,2403.87,3462.38,3528.48
Maciet_142-6_036.jpg,illustration,0.641,2263.13,902.94,3467.91,2180.07
Maciet_142-6_037.jpg,illustration,0.795,716.53,2462.44,2963.95,4372.77
Maciet_142-6_037.jpg,illustration,0.721,693.88,392.98,2207.93,1883.74
Maciet_142-6_038.jpg,illustration,0.663,568.24,469.44,1689.53,1815.78
Maciet_142-6_038.jpg,illustration,0.658,637.07,3076.07,1868.17,4304.15
Maciet_142-6_038.jpg,illustration,0.653,1827.3,550.12,2911.39,1741.64
Maciet_142-6_038.jpg,illustration,0.634,2959.91,491.31,4070.72,1718.42
Maciet_142-6_038.jpg,illustration,0.612,2344.37,3927.76,3563.38,5102.55
Maciet_142-6_038.jpg,illustration,0.57,2057.78,3044.03,2786.57,3766.89
Maciet_142-6_038.jpg,illustration,0.582,3122.46,3027.75,3855.22,3740.5
Maciet_142-6_038.jpg,illustration,0.568,3232.19,2056.58,4020.11,2826.75
Maciet_142-6_038.jpg,illustration,0.512,1484.98,2073.21,2041.77,2692.4
Maciet_142-6_038.jpg,illustration,0.531,974.54,4491.34,1647.07,5149.03
Maciet_142-6_038.jpg,illustration,0.479,2348.04,2106.18,3077.75,2639.32
Maciet_142-6_039.jpg,illustration,0.495,2533.65,3124.77,3514.44,4094.72
Maciet_142-6_039.jpg,illustration,0.483,2015.08,982.72,2693.67,2088.52
Maciet_142-6_039.jpg,illustration,0.483,2260.13,4144.98,3233.96,5120.14
Maciet_142-6_039.jpg,illustration,0.465,1062.12,1649.8,1772.54,2385.58
Maciet_142-6_039.jpg,illustration,0.443,2224.97,2718.66,2730.27,3162.42
Maciet_142-6_039.jpg,illustration,0.445,2881.21,1657.82,3563.35,2378.83
Maciet_142-6_039.jpg,illustration,0.43,1154.58,2766.87,1757.54,3535.98
Maciet_142-6_039.jpg,illustration,0.429,2827.26,663.6,3624.53,1153.75
Maciet_142-6_039.jpg,illustration,0.429,3289.13,2702.61,3782.65,3141.09
Maciet_142-6_040.jpg,illustration,0.445,659.49,495.97,1675.16,1868.49
Maciet_142-6_041.jpg,illustration,0.633,2642.55,285.39,3732.78,1487.21
Maciet_142-6_041.jpg,illustration,0.599,2274.01,1797.14,3930.12,3475.44
Maciet_142-6_041.jpg,illustration,0.581,2424.41,4553.36,3892.98,5330.41
Maciet_142-6_041.jpg,illustration,0.507,713.54,1991.73,2118.6,4637.3
Maciet_142-6_041.jpg,illustration,0.433,447.76,293.09,2474.11,1777.96
Maciet_142-6_042.jpg,illustration,0.703,1573.65,315.22,3047.28,2646.56
Maciet_142-6_042.jpg,illustration,0.681,2444.95,2850.82,3858.54,4451.75
