,Lot_id,Sale_id,Lot,Description,Img_urls,Auteur,Url_lot,Maison_encheres,Id,Fichiers_img,error
127,10020420,96279,52,"THÉODORE DECK (1823-1891)|Évocation persane |Grand cache-pot à fond culbuto et col évasé. Épreuve en céramique émaillée au décor de calligraphie orientale et fleurs émaillées bleu sur fond noir. Restaurations. Signé du cachet Th. DECK au revers. H. 23,5 cm - D. 42 cm",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=97/96279/52.jpg'],Deck,https://www.gazette-drouot.com/lots/10020420-theodore-deck-1823-1891--evocation---,GazetteDrouot,GazetteDrouot_10020420,['GazetteDrouot_10020420_01.jpg'],
128,9662543,94401,21,THÉODORE DECK (1823-1891)||Vase Iznik de forme balustre à corps pansu et à col long en céramique émaillée à décor concentrique d’oiseaux et biches sur fond bleu||Signé||H: 46 cm||(défauts de cuisson),['https://cdn.drouot.com/d/image/lot?size=fullHD&path=78/94401/21.jpg'],Deck,https://www.gazette-drouot.com/lots/9662543-theodore-deck-1823-1891---vase---,GazetteDrouot,GazetteDrouot_9662543,['GazetteDrouot_9662543_01.jpg'],
129,9580751,93638,264,"Théodore DECK (1823-1891)|Papillon sur fond floral|Important plat à corps circulaire en céramique en émaux polychromes dans le gout Iznik.|Signé à l'émail au dos du monogramme de l'artiste, daté 1862, et cachet sous couverte Th. Deck.|Diam.: 61 cm",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=74/93638/264.jpg'],Deck,https://www.gazette-drouot.com/lots/9580751-theodore-deck-1823-1891--papillon---,GazetteDrouot,GazetteDrouot_9580751,['GazetteDrouot_9580751_01.jpg'],
130,9411530,89114,170,Théodore DECK (1823 – 1891)|Rare paire de vase balustre légèrement polylobés en faïence à décor brun dans le goût hispano-mauresque. Signés en creux sous le revers.|H.: 30 cm,['https://cdn.drouot.com/d/image/lot?size=fullHD&path=140/89114/170.jpg'],Deck,https://www.gazette-drouot.com/lots/9411530-theodore-deck-1823-1891--rare---,GazetteDrouot,GazetteDrouot_9411530,['GazetteDrouot_9411530_01.jpg'],
131,9027890,89703,204,"Théodore Deck (1823-1891), vase orientalisant|Vase à col cylindrique et panse ovoïde en céramique à décor orientalisant de mandorles bleues garnies de fleurons, encadrées de frises d’arabesques végétales. Sur socle et monture en bronze. Signé en bas de la panse « T-D ». Monté en lampe.|H. totale : 31 cm||An Islamic style Vase by Theodore Deck (1823-1891), France, second half 19th century",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=97/89703/204.jpg'],Deck,https://www.gazette-drouot.com/lots/9027890-theodore-deck-1823-1891-----,GazetteDrouot,GazetteDrouot_9027890,['GazetteDrouot_9027890_01.jpg'],
132,9027837,89703,151,"Deux carreaux de revêtement en céramique, Iran, XIXe siècle, et France, T. DECK, fin XIXe - déb. XXe siècle|Le premier à décor dit ligne noire d’une partie de composition d’arabesques sur fond vert turquoise et jaune, le second à décor polychrome sur fond blanc d’un fleuron orientalisant ottoman formé de palmes.|Dim. : 19,5 x 19,5 et 28,5 x 28 cm||Two pottery tiles, Iran and France, Theodore Deck, late 19th/early 20th century","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=97/89703/151.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=97/89703/151_1.jpg']",Deck,https://www.gazette-drouot.com/lots/9027837-deux-carreaux-de-revetement---,GazetteDrouot,GazetteDrouot_9027837,"['GazetteDrouot_9027837_01.jpg', 'GazetteDrouot_9027837_02.jpg']",
133,9047788,90871,2,"Théodore DECK (1823 - 1891)||Coupe circulaire en faïence, sur talon creux en retrait. Décor floral polychrome à couverte émaillée bleu-turquoise. ||Monogrammé ""THD"" sous couverte, sous la base. ||H : 6,5 cm, D : 34 cm||(restaurée)||||A circular earthenware cup by Théodore Deck, with a polychromatic flowers decor. ||Monogram ""THD"" under the base. ||H : 2,56 inch, D : 13,38 inch||(restored)",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=61/90871/2.jpg'],Deck,https://www.gazette-drouot.com/lots/9047788-theodore-deck-1823-1891---coupe---,GazetteDrouot,GazetteDrouot_9047788,['GazetteDrouot_9047788_01.jpg'],
134,9047787,90871,1,"Théodore DECK (1823 - 1891)||Assiette en faïence à décor floral ""Iznik"", de forme circulaire à talon creux en retrait, à couverte émaillée polychrome.||Signé ""Th. Deck"" peint en rouge sous couverte. ||H : 4,5 cm, D : 30 cm||||An earthenware plate by Théodore Deck, with a polychromatic ""Iznik"" decor. ||Signed ""Th.Deck"" with red enamel. ||H : 1,77 inch, D : 11,81 inch",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=61/90871/1.jpg'],Deck,https://www.gazette-drouot.com/lots/9047787-theodore-deck-1823-1891---assiette---,GazetteDrouot,GazetteDrouot_9047787,['GazetteDrouot_9047787_01.jpg'],
135,8825118,91411,210,"Théodore DECK (1823-1891)|||Plat rond en faïence à décor polychrome dans le style des céramiques d'Iznik à motif d'oeillets et palmes fleuries. ||Bordure ornée d'une frise de marguerites sur fond turquoise. ||Marque au revers ""TH.DECK"". ||Diam. : 30,2 cm. ||Fêlure.",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=58/91411/210.jpg'],Deck,https://www.gazette-drouot.com/lots/8825118-theodore-deck-1823-1891----plat---,GazetteDrouot,GazetteDrouot_8825118,['GazetteDrouot_8825118_01.jpg'],
136,8759096,90449,213,"Théodore Deck (1823-1891)|||Vase bouteille a long col et panse large sur piédouche, en céramique polychrome à décor bleu et blanc en relief sur fond céladon avec un décor de fleurs, d’oiseaux, de chiens et de frises ornementales à motifs d’arabesques. Monogrammé sous couverte THD au-dessous, date illisible 18…(Usures, infimes éclats, monogramme ayant fusé à la cuisson). |||Vers 1880. |||H : 44 cm ||||||Ce vase est directement inspiré de bouteilles mameloukes en verre du XIVe siècle, tel l’exemplaire conservé au Metropolitan Museum of Art de New York précédemment dans la Collection Rothschild Paris (inv. N°36.33) que Théodore Deck a littéralement copié. On y retrouve les motifs chinois populaires dans l’art Ilkhanide, tel que les mandorles des quatre médaillons, chacun décoré avec un oiseau de proie s’attaquant à une oie, entouré par un tapis floral. Les bouteilles de cette forme servaient de décanteurs à vin, et sont décrits dans des scènes de banquets sur une grande variété de supports.  ||||||Théodore Deck reprend le motif de fleuron présent sur le col de ce vase mamelouk et lui donne une forme de fleur de lys. Il réalise à cette époque une série de vase à long col dont un exemplaire est conservé à Marseille, au château Borély (inv. N° GF4237). Ces vases présentent le même type de décors, pourtant ici la recherche de relief n’est pas mise en avant. ||||||Un contemporain de Deck, Philippe Joseph Brocard (1831-1896) a également produit des vases en verre similaires aux vases mamelouk du XIVe siècle. On retrouve le même registre décoratif sur une vase présenté à l’exposition universelle de Londres en 1871 (cf. lot 177, vente Sotheby’s, 8/10/2014, Londres).","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=61/90449/213.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=61/90449/213_2.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=61/90449/213_3.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=61/90449/213_4.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=61/90449/213_5.jpg']",Deck,https://www.gazette-drouot.com/lots/8759096-theodore-deck-1823-1891----vase---,GazetteDrouot,GazetteDrouot_8759096,"['GazetteDrouot_8759096_01.jpg', 'GazetteDrouot_8759096_02.jpg', 'GazetteDrouot_8759096_03.jpg', 'GazetteDrouot_8759096_04.jpg', 'GazetteDrouot_8759096_05.jpg']",
137,8596751,90085,28,"Théodore DECK (1823 - 1891)||Plat circulaire polylobé en faïence émaillée bleue à décor de motifs floraux iznik.||Signé ""Th.Deck""||H : 8 cm DL : 42 cm||(ancienne restauration )","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=61/90085/28_1.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=61/90085/28_2.jpg']",Deck,https://www.gazette-drouot.com/lots/8596751-theodore-deck-1823-1891---plat---,GazetteDrouot,GazetteDrouot_8596751,"['GazetteDrouot_8596751_01.jpg', 'GazetteDrouot_8596751_02.jpg']",
138,8596752,90085,29,"Théodore DECK (1823 - 1891)||Assiette carrée à bords arrondis en faïence à couverte émaillée polychrome à décor de motifs floraux iznik.||Signée ""Th.Deck"" et du profil.||DL : 21 cm||(fêles de cuisson)||||A quadrangular earthenware plate by Théodore Deck, with a polychromatic enamelled Iznik decor. ||Signed ""Th. Deck"" and with the silhouette stamp.||D : 8,27 inch||(cooking cracks)","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=61/90085/29_1.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=61/90085/29_2.jpg']",Deck,https://www.gazette-drouot.com/lots/8596752-theodore-deck-1823-1891---assiette---,GazetteDrouot,GazetteDrouot_8596752,"['GazetteDrouot_8596752_01.jpg', 'GazetteDrouot_8596752_02.jpg']",
139,8596750,90085,27,"Théodore DECK (1823 - 1891)||Assiette carrée à bords arrondis en faïence à couverte émaillé polychrome à décor de motifs floraux iznik.||Signée ""Th.Deck"" et du profil.||DL : 21,5 cm||||A quadrangular earthenware plate by Théodore Deck, with a polychromatic enamelled Iznik decor. ||Signed ""Th. Deck"" and with the silhouette stamp.||D : 8,46 inch","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=61/90085/27_1.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=61/90085/27_2.jpg']",Deck,https://www.gazette-drouot.com/lots/8596750-theodore-deck-1823-1891---assiette---,GazetteDrouot,GazetteDrouot_8596750,"['GazetteDrouot_8596750_01.jpg', 'GazetteDrouot_8596750_02.jpg']",
140,8596749,90085,26,"Théodore DECK (1823 - 1891)||Paire de lampes de forme balustre à col annelé en faïence à couverte émaillée bleu et blanche à décor iznik.||Elles présentent un réceptacle en verre translucide gravée et reposent sur une base en bronze doré ajourée.||Signature non visible.||H : 58 cm||||A pair of blue and white enamelled earthenware lamps by Théodore Deck. Iznik decor and bronze with gold patina frame. Signature could not be seen.||H : 22,83 inch",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=61/90085/26_1.jpg'],Deck,https://www.gazette-drouot.com/lots/8596749-theodore-deck-1823-1891---paire---,GazetteDrouot,GazetteDrouot_8596749,['GazetteDrouot_8596749_01.jpg'],
141,8572608,90446,117,"Théodore DECK manufacture (1858-1905)||Vase en céramique polychrome à décor émaillé polychrome floral sur fond blanc, inspiré des céramiques d'Iznik. ||H.:36 cm||Marque ""TH"" sous la base",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=61/90446/117.jpg'],Deck,https://www.gazette-drouot.com/lots/8572608-theodore-deck-manufacture---,GazetteDrouot,GazetteDrouot_8572608,['GazetteDrouot_8572608_01.jpg'],
142,8491842,90464,387,"Théodore DECK (1823-1891). Vase à long col cintré en faïence polychrome décorée de motifs floraux et végétaux dans le goût d'Iznik, reposant sur un piédouche. Monogrammé à la base. H : 34,5 cm (légère fêlure au pied, quelques égrenures)","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=15/90464/387.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=15/90464/387-2.jpg']",Deck,https://www.gazette-drouot.com/lots/8491842-theodore-deck-1823-1891-----,GazetteDrouot,GazetteDrouot_8491842,"['GazetteDrouot_8491842_01.jpg', 'GazetteDrouot_8491842_02.jpg']",
143,8279804,87408,230,Théodore DECK (1823-1891)||Vase Iznik de forme balustre à corps pansu et à col long en céramique émaillée à décor concentrique d'oiseaux et biches sur fond bleu||Signé||H: 46 cm,"['https://cdn.drouot.com/d/image/lot?size=fullHD&path=78/87408/230.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=78/87408/230_2.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=78/87408/230_3.jpg']",Deck,https://www.gazette-drouot.com/lots/8279804-theodore-deck-1823-1891---vase---,GazetteDrouot,GazetteDrouot_8279804,"['GazetteDrouot_8279804_01.jpg', 'GazetteDrouot_8279804_02.jpg', 'GazetteDrouot_8279804_03.jpg']",
144,8204625,85521,128,"Théodore DECK (attribué à)||Amphore à corps toupie et anse latérale en application, col conique sculpté dans une monture tripode en fer forgé rougi. Décor dans le goût islamique de cervidés sur fond de calligraphie. Email bleu sur fond beige entièrement rehaussé d'émail cuivre lustré.||Haut. 43 cm (totale)	||Historique : un exemplaire similaire fut vendu le 18 avril 2013, lot 128 chez Christie's à New-York.  ||Bibliographie : F. Slitine, Samson, Génie de L'Imitation, Paris, 2002, p.65 pour une variante de notre modèle, appartenant au Musée Alhambra de Grenade.",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=62/85521/128.jpg'],Deck,https://www.gazette-drouot.com/lots/8204625-theodore-deck-attribue-a---amphore---,GazetteDrouot,GazetteDrouot_8204625,['GazetteDrouot_8204625_01.jpg'],
145,8162675,86523,217,"Théodore DECK (1823-1891), attribué à||Bassin en céramique à panse bombée imitant les scènes de cour et les cartouches épigraphiques en ""thuluth"", dans le goût iranien du 14e siècle sur fond de rinceaux tournoyant. Intérieur bleu tâcheté.||France, Paris, fin du 19e siècle.|||H. : 13 cm||||Attributed to Theodore Deck,  bassin pottery, France, late 19th century.","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=61/86523/217.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=61/86523/217_2.jpg']",Deck,https://www.gazette-drouot.com/lots/8162675-theodore-deck-1823-1891-----,GazetteDrouot,GazetteDrouot_8162675,"['GazetteDrouot_8162675_01.jpg', 'GazetteDrouot_8162675_02.jpg']",
146,8175806,86621,214,Théodore DECK||PLAT ROND légèrement creux en faïence à couverte bleu dur à décor de branchages fleuris et de cartouches dans le goût Iznik.|Signé Th. Deck en rouge|Seconde partie du XIXe siècle Diam.: 51 cm,['https://cdn.drouot.com/d/image/lot?size=fullHD&path=124/86621/214.jpg'],Deck,https://www.gazette-drouot.com/lots/8175806-theodore-deck--plat-rond-legerement---,GazetteDrouot,GazetteDrouot_8175806,['GazetteDrouot_8175806_01.jpg'],
147,8175804,86621,212,Théodore DECK||PLAT ROND légèrement creux en faïence émaillée à décor dans le goût Iznik de branchages fleuris polychrome. Marli à fond bleu et guirlande fleurie.|Signé TH. Deck et cachet du profil en creux|Seconde partie du XIXe siècle Diam.: 40 cm,['https://cdn.drouot.com/d/image/lot?size=fullHD&path=124/86621/212.jpg'],Deck,https://www.gazette-drouot.com/lots/8175804-theodore-deck--plat-rond-legerement---,GazetteDrouot,GazetteDrouot_8175804,['GazetteDrouot_8175804_01.jpg'],
148,8172775,87791,273,"Théodore DECK (1823-1891) |Pichet de forme balustre, de style Ottoman, en céramique à décor polychrome sous glaçure incolore transparente d'oeillets et de mandorles à fleurs blanches sur fond bleu sombre. Marqué TH.DECK  en bleu sous couverte. |H : 23.5 cm.||Théodore DECK a été directeur de la Manufacture de Sèvres et a réalisé pichets, plats et vases s'inspirant des céramiques d'Iznik.","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=31/87791/-392052773-1.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=31/87791/-392052773-2.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=31/87791/-392052773-3.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=31/87791/-392052773-4.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=31/87791/-392052773-5.jpg']",Deck,https://www.gazette-drouot.com/lots/8172775-theodore-deck-1823-1891----,GazetteDrouot,GazetteDrouot_8172775,"['GazetteDrouot_8172775_01.jpg', 'GazetteDrouot_8172775_02.jpg', 'GazetteDrouot_8172775_03.jpg', 'GazetteDrouot_8172775_04.jpg', 'GazetteDrouot_8172775_05.jpg']",
149,8172774,87791,272,"Théodore DECK (1823-1891) |Pichet de forme balustre de style Ottoman, en céramique à décor polychrome sous glaçure incolore de feuilles de saz à fleurettes rouges sur fond d'écailles vertes et bleues et fleurs transparente d'oeillets et de mandorles à fleurs blanches sur fond bleu. |Marqué TH.DECK en bleu sous couverte. |H : 23.5 cm.||Théodore DECK a été directeur de la Manufacture de Sèvres et a réalisé pichets, plats et vases s'inspirant des céramiques d'Iznik.","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=31/87791/324419636-1.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=31/87791/324419636-2.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=31/87791/324419636-3.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=31/87791/324419636-4.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=31/87791/324419636-5.jpg']",Deck,https://www.gazette-drouot.com/lots/8172774-theodore-deck-1823-1891----,GazetteDrouot,GazetteDrouot_8172774,"['GazetteDrouot_8172774_01.jpg', 'GazetteDrouot_8172774_02.jpg', 'GazetteDrouot_8172774_03.jpg', 'GazetteDrouot_8172774_04.jpg', 'GazetteDrouot_8172774_05.jpg']",
150,8087451,86465,264,"Théodore Deck (attribué à). Bassin en céramique à décor orientalisant, France, Paris, fin XIXe siècle|Bassin à panse bombée imitant les rondeaux de scènes royales et les cartouches épigraphiques arabes du Proche-Orient sur fond de rinceaux tournoyant. Intérieur bleu turquoise. |Haut. : 23 cm|État : nombreuses fractures restaurées.|Théodore Deck (attributed to.), an Oriental pottery basin, France, Paris, late 19th century.",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=97/86465/264.jpg'],Deck,https://www.gazette-drouot.com/lots/8087451-theodore-deck-attribue-a-----,GazetteDrouot,GazetteDrouot_8087451,['GazetteDrouot_8087451_01.jpg'],
151,7754565,85105,327,"Théodore-Joseph DECK (1823-1891) ||	Vase couvert en faïence, décor en registre, écriture en coufique et personnages en médaillons, prise, monture au col et base en bronze, émaillé bleu sur fond blanc bleuté.||	Monogramme||	Hauteur avec la prise : 26 cm – Diamètre du corps : 24cm","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=1483/85105/327,1.jpg']",Deck,https://www.gazette-drouot.com/lots/7754565-theodore-joseph-deck-1823-1891----,GazetteDrouot,GazetteDrouot_7754565,['GazetteDrouot_7754565_01.jpg'],
152,7212984,81920,31,"CACHE-POT EN FAÏENCE PAR THÉODORE DECK (1823-1891), VERS 1870-1880|à décor dans le style iznik d'œillets, palmes et anémones sur fond bleu turquoise. Marqué TD en creux.|(Restaurations, le fond percé).|A Théodore Deck faience flowerpot, marked TD, circa 1870-1880.|HAUT. 20,5?cm - LARG. 32?cm - 8 1/16 X 12 9/16 IN.",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=63/81920/31_1.jpg'],Deck,https://www.gazette-drouot.com/lots/7212984-cache-pot-en-faience-par-theodore---,GazetteDrouot,GazetteDrouot_7212984,['GazetteDrouot_7212984_01.jpg'],
153,7022232,82223,6,"Théodore DECK. Vase en faïence fine polychrome d'après les décors d'Iznik. ||Signé du monogramme.||H. : 35,3 cm","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=364/82223/6.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=364/82223/6_1.jpg']",Deck,https://www.gazette-drouot.com/lots/7022232-theodore-deck--vase-en-faience---,GazetteDrouot,GazetteDrouot_7022232,"['GazetteDrouot_7022232_01.jpg', 'GazetteDrouot_7022232_02.jpg']",
154,6828120,81652,285,"Théodore DECK, (attribué à). ||Bassin en céramique à décor orientalisant, France, Paris, fin XIXe siècle. ||Bassin à panse bombée imitant les rondeaux de scènes royales et les cartouches épigraphiques arabes du Proche-Orient sur fond de rinceaux tournoyant. Intérieur bleu turquoise.||Haut. : 23 cm",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=136/81652/285.jpg'],Deck,https://www.gazette-drouot.com/lots/6828120-theodore-deck--attribue-a-----,GazetteDrouot,GazetteDrouot_6828120,['GazetteDrouot_6828120_01.jpg'],
155,6546902,77299,28,"Théodore DECK (1823-1891)|Iznik|Vase balustre à large col annulaire, formant cache-pot et brûle-parfum, traité dans le goût de l'Orient.|Épreuve en céramique émaillée polychrome au décor tournant.|Vendu avec un couvercle en bronze à double patine et au décor ajouré.|Signé du cachet TH. DECK sous la base.|Hauteur céramique seule : 12,2 cm|Hauteur avec couvercle : 18 cm",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=97/77299/28.jpg'],Deck,https://www.gazette-drouot.com/lots/6546902-theodore-deck-1823-1891--iznik-vase---,GazetteDrouot,GazetteDrouot_6546902,['GazetteDrouot_6546902_01.jpg'],
156,6546354,78724,11,"Théodore DECK (1823-1891)||Grand plat rond en céramique émaillée de motifs floraux en polychromie sur fond bleu façon Iznik. Signé au dos TH. DECK. ||D : 48,5 cm||Petites rayures.||||Provenance : ||Collection particulière, France",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=101/78724/11.jpg'],Deck,https://www.gazette-drouot.com/lots/6546354-theodore-deck-1823-1891---grand---,GazetteDrouot,GazetteDrouot_6546354,['GazetteDrouot_6546354_01.jpg'],
157,6396060,79079,62,"THÉODORE DECK (1823-1891)|Vase globulaire à long col cylindrique en faïence à décor incisé dans le style persan d'arabesques et ornements mauresques sur fond bleu turquoise. Marqués TD en creux. Base en argent.|Vers 1870-1880.|(Le col rodé).|A Théodore Deck faïence vase on a silver base, circa 1870-1880.|HAUT. 26,5?cm - 10 7/16 IN.",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=63/79079/62.jpg'],Deck,https://www.gazette-drouot.com/lots/6396060-theodore-deck-1823-1891--vase---,GazetteDrouot,GazetteDrouot_6396060,['GazetteDrouot_6396060_01.jpg'],
158,6396059,79079,61,"THÉODORE DECK (1823-1891)|Cache-pot en faïence à décor dans le style iznik d'œillets, palmes et anémones sur fond bleu turquoise. Marqué TD en creux.|Vers 1870-1880.|(Restaurations, le fond percé).|A Théodore Deck faïence vase, circa 1870-1880.|HAUT. 20,5?cm - LARG. 32?cm - 8 1/16 X 12 9/16 IN.",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=63/79079/61.jpg'],Deck,https://www.gazette-drouot.com/lots/6396059-theodore-deck-1823-1891--cache-pot---,GazetteDrouot,GazetteDrouot_6396059,['GazetteDrouot_6396059_01.jpg'],
159,6396058,79079,60,"THÉODORE DECK (1823-1891)|Vase globulaire à long col cylindrique en faïence à décor incisé dans le style persan d'arabesques et ornements mauresques sur fond bleu turquoise. Marqués TD en creux.|Vers 1870-1880.|(Monté en lampe, monture en laiton. Le col cassé et recollé, col probablement rodé).|A Théodore Deck faïence vase, circa 1870-1880, mounted as lamp.|HAUT. 26,5?cm - 10 7/16 IN.",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=63/79079/60.jpg'],Deck,https://www.gazette-drouot.com/lots/6396058-theodore-deck-1823-1891--vase---,GazetteDrouot,GazetteDrouot_6396058,['GazetteDrouot_6396058_01.jpg'],
160,6297488,78474,164,"Une paire de vases de style Iznik, Théodore Deck, 1875-1880|A pair of Theodore Deck Iznik style vases, 1875-1880|H.: 26 cm  See also: - Christie's, Sale 5744, London, April 8, 2011, Lot 556, for a similarly shaped example.","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=440/78474/164.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=440/78474/164_2.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=440/78474/164_3.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=440/78474/164_4.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=440/78474/164_5.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=440/78474/164_6.jpg']",Deck,https://www.gazette-drouot.com/lots/6297488-une-paire-de-vases-de-style---,GazetteDrouot,GazetteDrouot_6297488,"['GazetteDrouot_6297488_01.jpg', 'GazetteDrouot_6297488_02.jpg', 'GazetteDrouot_6297488_03.jpg', 'GazetteDrouot_6297488_04.jpg', 'GazetteDrouot_6297488_05.jpg', 'GazetteDrouot_6297488_06.jpg']",
161,6297487,78474,163,"Un bassin de style Mamelouk sur socle chinoiserie, faïence de Theodore Deck, 19ème|A large Mamluk revival ceramic basin on chinoiserie stand by Theodore Deck, 19th C.|tbc","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=440/78474/163.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=440/78474/163_2.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=440/78474/163_3.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=440/78474/163_4.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=440/78474/163_5.jpg', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=440/78474/163_6.jpg']",Deck,https://www.gazette-drouot.com/lots/6297487-un-bassin-de-style-mamelouk---,GazetteDrouot,GazetteDrouot_6297487,"['GazetteDrouot_6297487_01.jpg', 'GazetteDrouot_6297487_02.jpg', 'GazetteDrouot_6297487_03.jpg', 'GazetteDrouot_6297487_04.jpg', 'GazetteDrouot_6297487_05.jpg', 'GazetteDrouot_6297487_06.jpg']",
162,6277335,77667,290,"THEODORE DECK. Plat rond en faïence à décor polychrome dans le style des céramiques Iznik d'oeillets et palmes fleuries, galon à fond bleu turquoise sur le bord orné de fleurettes et rinceaux. Marqué : TH. DECK. XIXe siècle, vers 1870. D. 30 cm.",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=31/77667/290.jpg'],Deck,https://www.gazette-drouot.com/lots/6277335-theodore-deck--plat-rond-en---,GazetteDrouot,GazetteDrouot_6277335,['GazetteDrouot_6277335_01.jpg'],
163,6125086,26117,13,"Théodore DECK (1823-1891)|Assiette en céramique émaillée polychrome à décor iznik d'un bouquet d'oeillets.|Signé. ""Th.Deck"".|Vers 1880-1890.|D: 30 cm|(restauration)",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=78/26117/13.jpg'],Deck,https://www.gazette-drouot.com/lots/6125086-theodore-deck-1823-1891--assiette---,GazetteDrouot,GazetteDrouot_6125086,['GazetteDrouot_6125086_01.jpg'],
164,6179704,26722,10,"Théodore DECK (1823-1891)|Grand plat rond en céramique émaillée de motifs floraux en polychromie sur fond bleu façon Iznik. Signé au dos TH. DECK. |Diam. : 48,5 cm. |Petites rayures",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=101/26722/10-bis.jpg'],Deck,https://www.gazette-drouot.com/lots/6179704-theodore-deck-1823-1891--grand---,GazetteDrouot,GazetteDrouot_6179704,['GazetteDrouot_6179704_01.jpg'],
165,6095716,26114,12,"Théodore DECK (1823-1891)|Lampe de forme balustre en céramqiue émaillée blanche et bleue à décor d'Iznik figurant des voeux à un sultan, monture en bronze doré.|Elle est surmontée d'un abat-jour conique en tissu blanc et bleu.|Monogrammée.|Vers 1880-1890.|H totale: 71 cm|White and blue enameled ceramic with Iznik motif.|Signed. Circa 1880-1890.|H: 28 in",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=78/26114/12.jpg'],Deck,https://www.gazette-drouot.com/lots/6095716-theodore-deck-1823-1891--lampe---,GazetteDrouot,GazetteDrouot_6095716,['GazetteDrouot_6095716_01.jpg'],
